LAMMPS data file via write_data, version 29 Oct 2020, timestep = 1

792 atoms
2 atom types

0.0 47.04372316602 xlo xhi
0.0 12.11401195 ylo yhi
0.0 16.64911695 zlo zhi

Masses

1 55.845
2 1.008

Atoms # atomic

646	1	3.113188146	2.01900199	2.938079794	0	0	0
652	1	2.075453846	1.36E-16	1.958720336	0	0	0
653	1	1.037766246	2.01900199	0.979359118	0	0	0
654	1	3.45909707	2.01900199	0.489679961	0	0	0
655	1	0.691808176	2.01900199	3.427755144	0	0	0
786	1	2.767278426	10.09500996	5.386478942	0	0	0
720	1	2.075453846	4.03800398	1.958720336	0	0	0
785	1	0.34589152	10.09500996	5.876154419	0	0	0
714	1	3.113188146	6.05700598	2.938079794	0	0	0
721	1	1.037766246	6.05700598	0.979359118	0	0	0
722	1	3.45909707	6.05700598	0.489679961	0	0	0
723	1	0.691808176	6.05700598	3.427755144	0	0	0
782	1	3.113188146	10.09500996	2.938079794	0	0	0
788	1	2.075453846	8.07600797	1.958720336	0	0	0
789	1	1.037766246	10.09500996	0.979359118	0	0	0
790	1	3.45909707	10.09500996	0.489679961	0	0	0
791	1	0.691808176	10.09500996	3.427755144	0	0	0
784	1	1.383634565	8.07600797	6.855520767	0	0	0
637	1	2.421368619	2.01900199	7.834878275	0	0	0
644	1	1.729545384	1.55E-16	4.407121327	0	0	0
648	1	1.383634565	1.35E-16	6.855520767	0	0	0
649	1	0.34589152	2.01900199	5.876154419	0	0	0
650	1	2.767278426	2.01900199	5.386478942	0	0	0
780	1	1.729545384	8.07600797	4.407121327	0	0	0
712	1	1.729545384	4.03800398	4.407121327	0	0	0
716	1	1.383634565	4.03800398	6.855520767	0	0	0
705	1	2.421368619	6.05700598	7.834878275	0	0	0
717	1	0.34589152	6.05700598	5.876154419	0	0	0
718	1	2.767278426	6.05700598	5.386478942	0	0	0
773	1	2.421368619	10.09500996	7.834878275	0	0	0
617	1	3.113188146	1.20E-16	11.26263826	0	0	0
635	1	1.037766246	1.04E-16	9.303917588	0	0	0
636	1	3.45909707	1.16E-16	8.814238431	0	0	0
639	1	0.691808176	1.15E-16	11.75231361	0	0	0
640	1	2.075453846	2.01900199	10.28327881	0	0	0
685	1	3.113188146	4.03800398	11.26263826	0	0	0
703	1	1.037766246	4.03800398	9.303917588	0	0	0
704	1	3.45909707	4.03800398	8.814238431	0	0	0
707	1	0.691808176	4.03800398	11.75231361	0	0	0
708	1	2.075453846	6.05700598	10.28327881	0	0	0
753	1	3.113188146	8.07600797	11.26263826	0	0	0
771	1	1.037766246	8.07600797	9.303917588	0	0	0
772	1	3.45909707	8.07600797	8.814238431	0	0	0
775	1	0.691808176	8.07600797	11.75231361	0	0	0
776	1	2.075453846	10.09500996	10.28327881	0	0	0
605	1	2.421368619	1.17E-16	16.15943676	0	0	0
621	1	0.34589152	1.27E-16	14.20071289	0	0	0
622	1	2.767278426	1.20E-16	13.71103741	0	0	0
623	1	1.729545384	2.01900199	12.7316798	0	0	0
625	1	1.383634565	2.01900199	15.18007924	0	0	0
673	1	2.421368619	4.03800398	16.15943676	0	0	0
689	1	0.34589152	4.03800398	14.20071289	0	0	0
690	1	2.767278426	4.03800398	13.71103741	0	0	0
691	1	1.729545384	6.05700598	12.7316798	0	0	0
693	1	1.383634565	6.05700598	15.18007924	0	0	0
741	1	2.421368619	8.07600797	16.15943676	0	0	0
757	1	0.34589152	8.07600797	14.20071289	0	0	0
758	1	2.767278426	8.07600797	13.71103741	0	0	0
759	1	1.729545384	10.09500996	12.7316798	0	0	0
761	1	1.383634565	10.09500996	15.18007924	0	0	0
627	1	6.572284856	1.15E-16	3.42775937	0	0	0
641	1	4.49682634	1.15E-16	1.46903976	0	0	0
642	1	6.91819459	1.15E-16	0.97935982	0	0	0
643	1	5.880465398	2.01900199	2.25E-13	0	0	0
645	1	4.150916499	1.15E-16	3.917439268	0	0	0
647	1	5.534555672	2.01900199	2.44839955	0	0	0
695	1	6.572284856	4.03800398	3.42775937	0	0	0
709	1	4.49682634	4.03800398	1.46903976	0	0	0
710	1	6.91819459	4.03800398	0.97935982	0	0	0
713	1	4.150916499	4.03800398	3.917439268	0	0	0
711	1	5.880465398	6.05700598	2.25E-13	0	0	0
715	1	5.534555672	6.05700598	2.44839955	0	0	0
763	1	6.572284856	8.07600797	3.42775937	0	0	0
777	1	4.49682634	8.07600797	1.46903976	0	0	0
778	1	6.91819459	8.07600797	0.97935982	0	0	0
779	1	5.880465398	10.09500996	2.25E-13	0	0	0
781	1	4.150916499	8.07600797	3.917439268	0	0	0
783	1	5.534555672	10.09500996	2.44839955	0	0	0
613	1	5.880465398	1.15E-16	8.32455847	0	0	0
631	1	3.805006835	1.15E-16	6.365838767	0	0	0
632	1	6.226375132	1.15E-16	5.87615892	0	0	0
633	1	5.188645936	2.01900199	4.896799099	0	0	0
638	1	4.842736213	2.01900199	7.345198651	0	0	0
681	1	5.880465398	4.03800398	8.32455847	0	0	0
699	1	3.805006835	4.03800398	6.365838767	0	0	0
700	1	6.226375132	4.03800398	5.87615892	0	0	0
701	1	5.188645936	6.05700598	4.896799099	0	0	0
706	1	4.842736213	6.05700598	7.345198651	0	0	0
749	1	5.880465398	8.07600797	8.32455847	0	0	0
767	1	3.805006835	8.07600797	6.365838767	0	0	0
768	1	6.226375132	8.07600797	5.87615892	0	0	0
769	1	5.188645936	10.09500996	4.896799099	0	0	0
774	1	4.842736213	10.09500996	7.345198651	0	0	0
603	1	6.572284856	2.01900199	11.75231784	0	0	0
618	1	5.534555672	1.15E-16	10.77295802	0	0	0
619	1	4.49682634	2.01900199	9.79359823	0	0	0
620	1	6.91819459	2.01900199	9.30391829	0	0	0
624	1	4.150916499	2.01900199	12.24199774	0	0	0
686	1	5.534555672	4.03800398	10.77295802	0	0	0
671	1	6.572284856	6.05700598	11.75231784	0	0	0
687	1	4.49682634	6.05700598	9.79359823	0	0	0
688	1	6.91819459	6.05700598	9.30391829	0	0	0
692	1	4.150916499	6.05700598	12.24199774	0	0	0
739	1	6.572284856	10.09500996	11.75231784	0	0	0
754	1	5.534555672	8.07600797	10.77295802	0	0	0
755	1	4.49682634	10.09500996	9.79359823	0	0	0
756	1	6.91819459	10.09500996	9.30391829	0	0	0
760	1	4.150916499	10.09500996	12.24199774	0	0	0
601	1	5.188645936	1.15E-16	13.22135757	0	0	0
606	1	4.842736213	1.15E-16	15.66975713	0	0	0
607	1	3.805006835	2.01900199	14.69039724	0	0	0
608	1	6.226375132	2.01900199	14.20071739	0	0	0
669	1	5.188645936	4.03800398	13.22135757	0	0	0
674	1	4.842736213	4.03800398	15.66975713	0	0	0
675	1	3.805006835	6.05700598	14.69039724	0	0	0
676	1	6.226375132	6.05700598	14.20071739	0	0	0
737	1	5.188645936	8.07600797	13.22135757	0	0	0
742	1	4.842736213	8.07600797	15.66975713	0	0	0
743	1	3.805006835	10.09500996	14.69039724	0	0	0
744	1	6.226375132	10.09500996	14.20071739	0	0	0
612	1	10.03138215	2.01900199	3.91743928	0	0	0
626	1	9.339562688	1.15E-16	0.48967991	0	0	0
628	1	8.993652964	1.15E-16	2.93807946	0	0	0
629	1	7.955923772	2.01900199	1.95871964	0	0	0
630	1	10.37729188	2.01900199	1.46903973	0	0	0
694	1	9.339562688	4.03800398	0.48967991	0	0	0
696	1	8.993652964	4.03800398	2.93807946	0	0	0
680	1	10.03138215	6.05700598	3.91743928	0	0	0
697	1	7.955923772	6.05700598	1.95871964	0	0	0
698	1	10.37729188	6.05700598	1.46903973	0	0	0
748	1	10.03138215	10.09500996	3.91743928	0	0	0
762	1	9.339562688	8.07600797	0.48967991	0	0	0
764	1	8.993652964	8.07600797	2.93807946	0	0	0
765	1	7.955923772	10.09500996	1.95871964	0	0	0
766	1	10.37729188	10.09500996	1.46903973	0	0	0
597	1	10.7232016	1.15E-16	7.34519865	0	0	0
610	1	8.64774323	1.15E-16	5.38647901	0	0	0
614	1	8.301833506	1.15E-16	7.83487856	0	0	0
615	1	7.264104314	2.01900199	6.85551874	0	0	0
616	1	9.685472422	2.01900199	6.36583883	0	0	0
634	1	7.610014048	2.01900199	4.40711919	0	0	0
665	1	10.7232016	4.03800398	7.34519865	0	0	0
678	1	8.64774323	4.03800398	5.38647901	0	0	0
682	1	8.301833506	4.03800398	7.83487856	0	0	0
683	1	7.264104314	6.05700598	6.85551874	0	0	0
684	1	9.685472422	6.05700598	6.36583883	0	0	0
702	1	7.610014048	6.05700598	4.40711919	0	0	0
733	1	10.7232016	8.07600797	7.34519865	0	0	0
746	1	8.64774323	8.07600797	5.38647901	0	0	0
750	1	8.301833506	8.07600797	7.83487856	0	0	0
751	1	7.264104314	10.09500996	6.85551874	0	0	0
752	1	9.685472422	10.09500996	6.36583883	0	0	0
770	1	7.610014048	10.09500996	4.40711919	0	0	0
590	1	10.03138215	1.15E-16	12.24199775	0	0	0
598	1	7.955923772	1.15E-16	10.28327811	0	0	0
599	1	10.37729188	1.15E-16	9.7935982	0	0	0
600	1	9.339562688	2.01900199	8.81423838	0	0	0
604	1	8.993652964	2.01900199	11.26263793	0	0	0
658	1	10.03138215	4.03800398	12.24199775	0	0	0
666	1	7.955923772	4.03800398	10.28327811	0	0	0
