LAMMPS data file via write_data, version 29 Oct 2020, timestep = 261

608 atoms
2 atom types

0 32.31654588887918 xlo xhi
0 12.450785495721233 ylo yhi
0 17.60806971250873 zlo zhi

Masses

1 55.845
2 1.008

Atoms # atomic

601	1	2.047359099	9.52468177	5.110006414
560	1	2.052697338	1.007346567	4.209708295
599	1	0.042461813	11.45702935	4.832421212
565	1	0.096990475	0.583528629	2.869229775
566	1	2.017027139	0.331545735	1.387324318
569	1	2.019551919	2.632639088	2.341860962
595	1	2.134545501	10.16905399	7.878892343
562	1	2.001473883	4.933188986	3.269941675
594	1	2.08046559	11.8235133	6.058389907
568	1	1.971219943	4.254382592	0.458138914
598	1	2.052697338	7.232739315	4.209708295
603	1	0.096990475	6.808921377	2.869229775
604	1	2.017027139	6.556938483	1.387324318
593	1	0.024423391	12.24899433	7.370074509
589	1	0.113430755	9.79291819	6.601860139
600	1	2.001473883	11.15858173	3.269941675
597	1	0.021172178	7.647089604	5.551061436
591	1	2.052624191	7.882778735	6.972655705
606	1	1.971219943	10.47977534	0.458138914
607	1	2.019551919	8.858031836	2.341860962
551	1	0.113430755	3.567525442	6.601860139
552	1	0.102934067	1.934385117	8.534080295
553	1	2.052624191	1.657385987	6.972655705
557	1	2.134545501	3.943661238	7.878892343
559	1	0.021172178	1.421696856	5.551061436
563	1	2.047359099	3.299289022	5.110006414
555	1	0.024423391	6.023601585	7.370074509
556	1	2.08046559	5.598120554	6.058389907
561	1	0.042461813	5.231636606	4.832421212
590	1	0.102934067	8.159777865	8.534080295
539	1	0.042461813	0.993756144	12.7756485
542	1	2.047359099	2.926103728	12.4980633
545	1	0.024423391	0.201791165	10.23799521
547	1	0.113430755	2.657867309	11.00620958
548	1	2.134545501	2.281731512	9.729177373
549	1	2.08046559	0.627272197	11.54967981
554	1	2.061488402	1.21821E-09	8.804034858
540	1	0.021172178	4.803695894	12.05700828
546	1	0.102934067	4.291007633	9.073989421
550	1	2.052624191	4.568006763	10.63541401
577	1	0.042461813	7.219148892	12.7756485
583	1	0.024423391	6.427183913	10.23799521
587	1	2.08046559	6.852664944	11.54967981
592	1	2.061488402	6.225392749	8.804034858
578	1	0.021172178	11.02908864	12.05700828
580	1	2.047359099	9.151496476	12.4980633
584	1	0.102934067	10.51640038	9.073989421
